concept_id,concept_name,status,concept_oid,last_update_date,last_update_note,concept_type,content_source,external_source_detail,concept_scope,value_set_search_notes,code,code_description,coding_system_id,coding_system_version
252,"Syphilis, early latent",ready for review,,2024-07-24,,condition,Tuva-developed,,"Included:
1. Illness described as ""early latent syphilis"" or ""early latent"" infection with Treponema pallidum subspecies pallidum or T. pallidum without specifying a subspecies.
2. Assertion of a history of #1

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Positive test results related to syphilis, or contact with or exposure to syphilis.","Candidate codes were identified for review based on ""contains"" searches among the codes in the ""Syphilis"" value set (ID #249) for
1. early
2. latent",186867005,Latent early syphilis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
253,"Syphilis, primary",ready for review,,2024-07-24,,condition,Tuva-developed,,"Included:
1. Illness described as ""primary syphilis"" or ""primary"" infection with Treponema pallidum subspecies pallidum or T. pallidum without specifying a subspecies.
2. Assertion of a history of #1

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Findings typically associated with primary syphilis without an actual assertion of primary infection, since such findings are not always indicative of primary infection.
2. Positive test results related to syphilis, or contact with or exposure to syphilis.","Candidate codes were identified for review based on ""contains"" searches among the codes in the ""Syphilis"" value set (ID #249) for
1. prim",266127002,Primary syphilis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
254,"Syphilis, secondary",ready for review,,2024-07-24,,condition,Tuva-developed,,"Included:
1. Illness described as ""secondary syphilis"" or ""secondary"" infection with Treponema pallidum subspecies pallidum or T. pallidum without specifying a subspecies.
2. Assertion of a history of #1

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Findings typically associated with secondary syphilis without an actual assertion of secondary infection, since such findings are not always indicative of secondary infection.
2. Positive test results related to syphilis, or contact with or exposure to syphilis.","Candidate codes were identified for review based on ""contains"" searches among the codes in the ""Syphilis"" value set (ID #249) for
1. second",240557004,Secondary syphilis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
255,"Syphilis, late",ready for review,,2024-07-24,,condition,Tuva-developed,,"Included:
1. Illness described as ""late syphilis"" or ""late"" infection with Treponema pallidum subspecies pallidum or T. pallidum without specifying a subspecies.
2. Assertion of a history of #1

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Findings typically associated with late syphilis without an actual assertion of late infection, since such findings are not always indicative of late infection.
2. Positive test results related to syphilis, or contact with or exposure to syphilis.","Candidate codes were identified for review based on ""contains"" searches among the codes in the ""Syphilis"" value set (ID #249) for
1. late
2. tertiar
3. quater
4. quarter",72083004,Late syphilis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
256,Tetanus,ready for review,,2024-07-25,,condition,Tuva-developed,,"Included:
1. Illness described as ""tetanus""

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Infection with Clostridium tetani without the clinical syndrome of tetanus
2. History of tetanus
3. Contact with or exposure to tetanus.
4. Trismus alone, which does not in and of itself imply the presence of tetanus.
5. ""Tetany"", which describes a condition characterized by muscle spasms and hypertonicity, often due to hypocalcemia.","Candidate codes were identified for review based on ""contains"" searches for
1. tetan
2. lockjaw
3. lock jaw
4. trismus

And ICD-10-CM code ranges: A33*, A34*, A35*",76902006,Tetanus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
257,Trichinellosis,ready for review,,2024-07-30,,condition,Tuva-developed,,"Included:
1. Illness described as ""trichinellosis"" or due to any species in the genus Trichinella.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of trichinellosis
2. Contact with or exposure to Trichinella.","Candidate codes were identified for review based on ""contains"" searches for
1. trichin",721830003,Infection caused by Trichinella (disorder),1,http://snomed.info/sct/731000124108/version/20240301
258,"Trichinellosis, Laboratory Testing for",ready for review,,2024-07-30,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used to detect any species in the genus Trichinella, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to any species in the genus Trichinella, e.g. tests for antibodies to those organisms.","Candidate codes were identified for review based on ""contains"" searches for
1. trichinell",,,,
259,Tuberculosis,ready for review,,2024-07-28,,condition,Tuva-developed,,"Included:
1. Illness described as ""tuberculosis""
2. Infection due to Mycobacterium tuberculosis complex* (with the exception of Bacille Calmette Guerin), including latent infection.
3. Identification of presence of a bacterial species in the Mycobacterium tuberculosis complex (with the exception of Bacille Calmette Guerin)

*-Note that M. tuberculosis complex denotes a set of species in the genus Mycobacterium that all can cause the disease of tuberculosis in humans.  One of these is M. tuberculosis; The others, which are very closely related, and in fact are considered by some to be variants of the M. tuberculosis species, are: M. africanum, M. bovis, M. canettii, M. caprae, M. microti, M. pinnipedii, M. mungi, M. orygis, and M. suricattae.  Bacille Calmette Guerin (BCG) is an attenuated strain of M. bovis that is used for vaccination against tuberculosis.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Assertion of positive result on a tuberculosis-related test (e.g. gamma interferon release assay) without an assertion of the presence of tuberculosis.
2. History of tuberculosis
3. Sequelae or ""late effects"" of tuberculosis.
4. Contact with or exposure to tuberculosis or M. tuberculosis complex.
5. Tuberculids, which are cutaneous hypersensitivity reactions to mycobacterial antigens and may occur with tuberculosis infection, but may also occur after tuberculin injection, vaccination for tuberculosis, or non-tuberculosis mycobacterial infections.
6. Assertions indicating use of anti-tuberculosis medication, since such medication may in some cases be used in the absence of tuberculosis.
7. Scrofula, which may refer to cervical lymphadenitis due to M. tuberculosis complex, but may be used to describe cervical lymphadenitis due to other organisms.
8. Scrofuloderma, for similar reasons as scrofula.
9. ""Lady Windermere syndrome"", since, despite being positioned as a child of ""tuberculosis"" in the SNOMED CT hierarchy, this phenomenon may be seen with non-tuberculosis infections.
10. ""Pott's curvature"", since, while this generally refers to kyphosis due to tuberculosis of the spine, it is an uncommonly-used, archaic term and might be used in some cases to describe kyphosis due to another, or an unknown, cause.","Candidate codes were identified for review based on ""contains"" searches for
1. tubercul
2. pott
3. scroful
4. mycobacterium AND (africanum OR bovis OR canettii OR caprae OR microti OR pinnipedii OR mungi OR orygis OR suricattae)

And ICD-10-CM code ranges: A15*, A17*, A18*, A19*.",56717001,Tuberculosis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
260,"Tuberculosis, Laboratory Testing for",ready for review,,2024-07-28,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used to detect Mycobacterium tuberculosis complex* (with the exception of Bacille Calmette Guerin), or components thereof, in a specimen, including:
   a. Microscopic observation of specimens using stains specifically designed for identification of acid-fast organisms, as long as the test involves some identification component and not merely determination of the presence or absence of acid-fast organisms.
   b. Gamma interferon release assays.
   c. Antimicrobial susceptibility tests that may be relevant to a tuberculosis infection, including those that refer to antimicrobial suspectibility of a ""mycobacteria"" isolate generally.
2. Laboratory tests used specifically to detect evidence of exposure to Mycobacterium tuberculosis complex* (with the exception of Bacille Calmette Guerin), e.g. tests for antibodies to those organisms.

*-Note that M. tuberculosis complex denotes a set of species in the genus Mycobacterium that all can cause the disease of tuberculosis in humans.  One of these is M. tuberculosis; The others, which are very closely related, and in fact are considered by some to be variants of the M. tuberculosis species, are: M. africanum, M. bovis, M. canettii, M. caprae, M. microti, M. pinnipedii, M. mungi, M. orygis, and M. suricattae.  Bacille Calmette Guerin (BCG) is an attenuated strain of M. bovis that is used for vaccination against tuberculosis.","Candidate codes were identified for review based on ""contains"" searches for
1. acid AND fast
2. auramine
3. gamma AND interferon
4. kinyoun
5. lipoarabinomannan
6. mdr AND tb
7. mtb
8. mycobacter
8. pott
9. scroful
10. tubercul
10. ziehl",,,,
261,Tularemia,ready for review,,2024-08-05,,condition,Tuva-developed,,"Included:
1. Illness described as ""tularemia"" or due to Francisella tularensis.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of tularemia.
2. Contact with or exposure to tularemia.","Candidate codes were identified for review based on ""contains"" searches for
1. tulare
2. rabbit

And ICD-10-CM code ranges: A21*",19265001,Tularemia (disorder),1,http://snomed.info/sct/731000124108/version/20240301
262,"Tularemia, Laboratory Testing for",ready for review,,2024-08-05,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used to detect Francisella tularensis, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Francisella tularensis, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. tulare
2. rabbit",,,,
263,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,ready for review,,2024-08-05,,condition,Tuva-developed,,"Included:
1. Infection due to Vancomycin-intermediate Staphylococcus aureus or Vancomycin-resistant S. aureus

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infections due to the organisms mentioned above.
2. Contact with or exposure to the organisms mentioned above.","Candidate codes were identified for review based on ""contains"" searches for
1. (staph OR mrsa) AND vanco

(Note-No codes are available for this condition in the 2024 version of ICD-10-CM)",406577000,Infection caused by vancomycin intermediate/resistant Staphylococcus aureus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
264,"Staphylococcus aureus, Laboratory Testing for",ready for review,,2024-08-05,,diagnostic test,Tuva-developed,,"Included:
Any of the following on an unspecified specimen or a specimen that may have come from a patient:
1. Laboratory tests used to detect Staphylococcus aureus, or components thereof (including toxins), in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Staphylococcus aureus, e.g. tests for antibodies to that species or toxins associated with it, except for the purpose of identifying allergies (e.g. ""RAST"" testing).

Not included:
Any test on a specimen that did not come from a patient, e.g. a food or environmental specimen.","Candidate codes were identified for review based on ""contains"" searches for
1. staph AND aur
2. mrsa",,,,
265,Varicella,ready for review,,2024-08-06,,condition,Tuva-developed,,"Included:
1. Illness described as ""varicella"",  chicken pox, or other verbiage expressing primary infection with varicella-zoster virus (e.g. not including herpes zoster).
2. Congenital varicella, including ""fetal varicella syndrome"".
3. ""Post-varicella"" sequelae (e.g. encephalitis and myelitis) are in scope, since these tend to follow varicella within a fairly short time frame, i.e. weeks to a few months.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of varicella.
2. Contact with or exposure to varicella zoster virus.
3. Illness described as ""herpes zoster"" ""zoster"", or ""shingles"", since, while caused by the same organism as varicella (the varicella-zoster virus) is considered clinically distinct and not indicative of primary infection with varicella-zoster virus.
4. Tests indicating the presence of varicella zoster virus.
5. Illnesses described as ""varicella infection"" or infection with varicella zoster virus that do not provide additional information that serves to distinguish clinical varicella from herpes zoster.","Candidate codes were identified for review based on ""contains"" searches for
1. varicel
2. chicken AND pox
3. herpes AND 3

And ICD-10-CM code ranges: B01*",38907003,Varicella (disorder),1,http://snomed.info/sct/731000124108/version/20240301
266,"Varicella, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of varicella-zoster virus, or components thereof, in a specimen.

Not included: 
1. Tests for antibodies to varicella-zoster virus, since those may reflect immunization status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. varicel
2. chicken AND pox
3. herpes AND 3
4. vzv",,,,
267,"Vibrionaceae infection, other than toxigenic Vibrio cholerae O1 or O139",ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to a bacterial species in the family Vibrionaceae that is specified as other than toxigenic Vibrio cholerae O1 or O139.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with an organism as described above.
2. Contact with or exposure to an organism as described above.
3. Assertions of ""cholera"" without further specificity.
4. Assertions of infection with Vibrionaceae, Vibrio cholerae, Vibrio cholerae O1, or Vibrio cholerae O139, without further specificity.
5. Infections due to bacterial species that were formerly classified as Vibrionaceae but have since been reclassified, e.g. Campylobacter fetus.","Candidate codes were identified for review based on ""contains"" searches for
1. vibrio
2. cholera
3. Catenococcus
4. Corallibacterium
5. Echinimonas
6. Grimontia
7. Listonella
8. Paraphotobacterium
9. Photobacterium
10. Photodesmus
11. Veronia",,,,
268,"Vibrionaceae infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of any bacterial species in the family Vibrionaceae, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to bacterial species in the family Vibrionaceae, e.g. tests for antibodies to those organisms.","Candidate codes were identified for review based on ""contains"" searches for
1. vibrio
2. cholera
3. Catenococcus
4. Corallibacterium
5. Echinimonas
6. Grimontia
7. Listonella
8. Paraphotobacterium
9. Photobacterium
10. Photodesmus
11. Veronia",,,,
269,Crimean-Congo hemorrhagic fever virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Crimean-Congo hemorrhagic fever (CCHF) virus, including diseases described as ""Congo-Crimean Hemorrhagic Fever"" or ""Congo hemorrhagic fever"".

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with the CCHF virus.
2. Contact with or exposure to the CCHF virus.
3. Infection due to the Hazara orthonairovirus, which is included in SNOMED CT (as of 2024) as a child of ""Congo-Crimean Hemorrhagic Fever"" but is actually a sibling to the CCHF virus, and is not pathogenic in humans.
4. ""Crimean fever"", which may refer to CCHF or to brucellosis.","Candidate codes were identified for review based on ""contains"" searches for
1. crimea
2. congo
3. cchf
",43489008,Congo-Crimean hemorrhagic fever (disorder),1,http://snomed.info/sct/731000124108/version/20240301
270,"Crimean-Congo hemorrhagic fever virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Crimean-Congo hemorrhagic fever virus (CCHFV), or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to CCHFV, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. crimea
2. congo
3. cchf",,,,
271,Ebola virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any illness described as ""ebola"", or infection due to any virus in the genus Ebolavirus.  Note that this genus includes six identified species (as of 2024), four of which can cause a hemorrhagic fever described as ""ebola""; One species, Zaire ebolavirius, is sometimes known simply as ""Ebola virus"", but illness due to any of these is conisdered ""ebola"".

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with a virus in the genus Ebolavirus.
2. Contact with or exposure to a virus in the genus Ebolavirus.","Candidate codes were identified for review based on ""contains"" searches for
1. ebola
2. bundibugyo
3. reston
4. sudan
5. tai forest
6. bombali
7. EBOV",37109004,Ebola virus disease (disorder),1,http://snomed.info/sct/731000124108/version/20240301
272,"Ebola virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Ebola virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Ebola virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. ebola
2. bundibugyo
3. reston
3. sudan
4. tai forest
5. bombali
6. EBOV",,,,
273,Lassa virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Lassa virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Lassa virus.
2. Contact with or exposure to Lassa virus.","Candidate codes were identified for review based on ""contains"" searches for
1. lassa
2. lasv",721779001,Infection caused by Lassa virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
274,"Lassa virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Lassa virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Lassa virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. lassa
2. lasv",,,,
275,Lujo virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Lujo virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Lujo virus.
2. Contact with or exposure to Lujo virus.","Candidate codes were identified for review based on ""contains"" searches for
1. lujo
2. lusaka
3. johannesburg

(Note-No codes are available for this condition in the 2024 version of ICD-10-CM)",721784007,Infection caused by Lujo virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
276,"Lujo virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Lujo virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Lujo virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. lujo
2. lusaka
3. johannesburg

(Note-No codes are available for this concept in LOINC version 2.77, so no there are no members in this value set at present)",,,,
277,Marburg virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Marburg virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Marburg virus.
2. Contact with or exposure to Marburg virus.","Candidate codes were identified for review based on ""contains"" searches for
1. marburg",77503002,Marburg virus disease (disorder),1,http://snomed.info/sct/731000124108/version/20240301
278,"Marburg virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Marburg virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Marburg virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. marburg",,,,
279,Chapare virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Chapare virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Chapare virus.
2. Contact with or exposure to Chapare virus.","Candidate codes were identified for review based on ""contains"" searches for
1. chapare

(Note-No codes are available for this condition in the 2024 version of ICD-10-CM)",721783001, Infection caused by Chapare virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
280,"Chapare virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Chapare virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Chapare virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. chapare

(Note-No codes are available for this concept in LOINC version 2.77, so no there are no members in this value set at present)",,,,
281,Guanarito virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Guanarito virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Guanarito virus.
2. Contact with or exposure to Guanarito virus.","Candidate codes were identified for review based on ""contains"" searches for
1. guanarito
2. gtov
3. venezuelan AND hemorrhagic
4. vhf

(Note-No codes are available for this condition in the 2024 version of ICD-10-CM)",721780003,Infection caused by Guanarito virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
282,"Guanarito virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Guanarito virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Guanarito virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. guanarito
2. gtov
3. venezuelan AND hemorrhagic
4. vhf

(Note-No codes are available for this concept in LOINC version 2.77, so no there are no members in this value set at present)",,,,
283,Junin virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Junin virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Junin virus.
2. Contact with or exposure to Junin virus.","Candidate codes were identified for review based on ""contains"" searches for
1. junin
2. junv
3. argentin AND hemorrhagic
4. argentin AND mammaren",721778009,Infection caused by Junin virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
284,"Junin virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Junin virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Junin virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. junin
2. junv
3. argentin AND hemorrhagic
4. argentin AND mammaren",,,,
285,Machupo virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Machupo virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Machupo virus.
2. Contact with or exposure to Machupo virus.","Candidate codes were identified for review based on ""contains"" searches for
1. machup
2. boliv AND hemorrhagic
3. black AND typhus
4. ordog",721777004,Infection caused by Machupo virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
286,"Machupo virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Machupo virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Machupo virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. machup
2. boliv AND hemorrhagic
3. black AND typhus
4. ordog

(Note-No codes are available for this concept in LOINC version 2.77, so no there are no members in this value set at present)",,,,
287,Sabia virus infection,ready for review,,2024-08-07,,condition,Tuva-developed,,"Included:
1. Any infection due to Sabia virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Sabia virus.
2. Contact with or exposure to Sabia virus.","Candidate codes were identified for review based on ""contains"" searches for
1. sabia
2. brazil mammaren
3. brazil AND hemorrhagic
4. SPH AND 114202

(Note-No codes are available for this condition in the 2024 version of ICD-10-CM)",721782006,Infection caused by Sabia virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
288,"Sabia virus infection, Laboratory Testing for",ready for review,,2024-08-07,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Sabia virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Sabia virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. sabia
2. brazil mammaren
3. brazil AND hemorrhagic
4. SPH AND 114202

(Note-No codes are available for this concept in LOINC version 2.77, so no there are no members in this value set at present)",,,,
289,Yellow fever,ready for review,,2024-08-08,,condition,Tuva-developed,,"Included:
1. Any illness described as ""yellow fever"" or due to infection with the yellow fever virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with the yellow fever virus.
2. Contact with or exposure to yellow fever.","Candidate codes were identified for review based on ""contains"" searches for
1. yellow
2. american AND plague
3. YFV

And ICD-10-CM code ranges: A95*",16541001,Yellow fever (disorder),1,http://snomed.info/sct/731000124108/version/20240301
290,"Yellow fever, Laboratory Testing for",ready for review,,2024-08-08,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of yellow fever virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to yellow fever virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. yellow
2. american AND plague
3. YFV",,,,
291,Zika virus disease,ready for review,,2024-08-08,,condition,Tuva-developed,,"Included:
1. Any illness described as ""Zika"" or ""Zika fever"", or infection with Zika virus.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. History of infection with Zika virus, unless specified as ""recent"".
2. Contact with or exposure to Zika virus.
3. ""Presumptive"" or ""suspected"" Zika virus infection","Candidate codes were identified for review based on ""contains"" searches for
1. zika",3928002,Zika virus disease (disorder),1,http://snomed.info/sct/731000124108/version/20240301
292,"Zika virus disease, congenital",ready for review,,2024-08-08,,condition,Tuva-developed,,"Included:
1. Any illness described as ""Zika"" or ""Zika fever"", or infection with Zika virus; and also stipulates that the infection was acquired congenitally.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Zika disease or infection without any stipulation of congenital acquisition.
2. History of infection with Zika virus, unless specified as ""recent"".
3. Contact with or exposure to Zika virus.
4. Findings on antibody tests for Zika virus.","Candidate codes were identified for review based on ""contains"" searches for
1. zika",762725007,Congenital infection caused by Zika virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
293,"Zika virus disease, non-congenital",ready for review,,2024-08-08,,condition,Tuva-developed,,"Included:
1. Any illness described as ""Zika"" or ""Zika fever"", or infection with Zika virus; and also stipulates that the infection was acquired non-congenitally.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Zika disease or infection without any stipulation of non-congenital acquisition.
2. History of infection with Zika virus, unless specified as ""recent"".
3. Contact with or exposure to Zika virus.","Candidate codes were identified for review based on ""contains"" searches for
1. zika",,,,
294,"Zika virus disease, Laboratory Testing for",ready for review,,2024-08-08,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Zika virus, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Zika virus, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. zika",,,,
295,Gout,ready for review,,2024-08-09,,condition,Tuva-developed,,"Included:
1. Any illness described as ""gout"" or due to the presence of uric acid crystals in tissues or a joint space
2. Any clinical sequela due to gout (e.g. gouty tophus)

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Hyperuricemia
2. Uric acid kidney stones","Candidate codes were identified for review based on ""contains"" searches for
1. gout
2. uric acid
3. urate
4. toph

And ICD-10-CM code ranges: M1A*, M10*",90560007,Inflammatory disorder due to increased blood urate level (disorder),1,http://snomed.info/sct/731000124108/version/20240301
296,Hearing loss,ready for review,,2024-08-09,,condition,Tuva-developed,,"Included:
1. Any assertion of loss of hearing, regardless of degree, laterality, or cause, that is not specified as temporary or transient.
2. Assertion of use of a hearing aid or implanted hearing device.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Disorders of auditory processing
2. Tinnitus or other phenomena of auditory perception not involving hearing loss
3. Temporary or transient loss of hearing or deafness
5. Unspecified ""abnormal findings"" on a hearing screening test","Candidate codes were identified for review based on ""contains"" searches for
1. hearing
2. deaf
3. audi
4. cochl
5. presbycu

And ICD-10-CM code ranges: H90*, H91*, Z45.32",15188001,Hearing loss (disorder),1,http://snomed.info/sct/731000124108/version/20240301
297,Hyperthyroidism,ready for review,,2024-08-09,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""hyperthyroidism"" (except for ""subclinical hyperthyroidism; See below), regardless of cause
2. Any asssertion of abnormally high blood levels of free thyroxine (T4) or ""thyroid hormone"" generally, regardless of the presence or severity of resulting signs or symptoms.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. ""Subclinical hyperthyroidism"", which is used to describe a lower-than-normal blood level of thyroid stimulating hormone (TSH), but a normal blood level of free T4.
2. Graves disease, since some cases may involve normal thyroid hormone levels (so-called ""euthyroid Graves disease"")
3. Thyroiditis without an assertion of hyperthyroidism.","Candidate codes were identified for review based on ""contains"" searches for
1. thyro
2. hashitox
3. tox AND goiter
4. tox AND adenom

And ICD-10-CM code ranges: E05*",34486009,Hyperthyroidism (disorder),1,http://snomed.info/sct/731000124108/version/20240301
